Химки
Время 		Угл места 
58603.9		0.246611
58604.9		0.244859
58605.9		0.243112
58606.9		0.241372
58607.9		0.239637
58608.9		0.237909
58609.9		0.236186
58610.9		0.23447
58611.9		0.232759
58612.9		0.231054
58613.9		0.229356
58614.9		0.227663
58615.9		0.225976
58616.9		0.224295
58617.9		0.222619
58618.9		0.22095
58619.9		0.219286
58620.9		0.217628
58621.9		0.215975
58622.9		0.214329
58623.9		0.212687
58624.9		0.211052
58625.9		0.209422
58626.9		0.207798
58627.9		0.206179
58628.9		0.204566
58629.9		0.202958
58630.9		0.201356
58631.9		0.199759
58632.9		0.198168
58633.9		0.196582
58634.9		0.195001
58635.9		0.193426
58636.9		0.191856
58637.9		0.190291
58638.9		0.188731
58639.9		0.187177
58640.9		0.185628
58641.9		0.184084
58642.9		0.182545
58643.9		0.181011
58644.9		0.179483
58645.9		0.177959
58646.9		0.176441
58647.9		0.174927
58648.9		0.173419
58649.9		0.171915
58650.9		0.170416
58651.9		0.168922
58652.9		0.167433
58653.9		0.165949
58654.9		0.16447
58655.9		0.162995
58656.9		0.161526
58657.9		0.16006
58658.9		0.1586
58659.9		0.157144
58660.9		0.155693
58661.9		0.154247
58662.9		0.152805
58663.9		0.151368
58664.9		0.149935
58665.9		0.148507
58666.9		0.147083
58667.9		0.145663
58668.9		0.144248
58669.9		0.142838
58670.9		0.141432
58671.9		0.14003
58672.9		0.138632
58673.9		0.137239
58674.9		0.13585
58675.9		0.134466
58676.9		0.133085
58677.9		0.131709
58678.9		0.130337
58679.9		0.128969
58680.9		0.127605
58681.9		0.126245
58682.9		0.124889
58683.9		0.123538
58684.9		0.12219
58685.9		0.120846
58686.9		0.119507
58687.9		0.118171
58688.9		0.116839
58689.9		0.115511
58690.9		0.114187
58691.9		0.112867
58692.9		0.111551
58693.9		0.110238
58694.9		0.108929
58695.9		0.107624
58696.9		0.106323
58697.9		0.105025
58698.9		0.103731
58699.9		0.102441
58700.9		0.101154
58701.9		0.0998713
58702.9		0.0985919
58703.9		0.097316
58704.9		0.0960437
58705.9		0.0947749
58706.9		0.0935096
58707.9		0.0922478
58708.9		0.0909895
58709.9		0.0897345
58710.9		0.0884831
58711.9		0.087235
58712.9		0.0859902
58713.9		0.0847489
58714.9		0.0835109
58715.9		0.0822761
58716.9		0.0810447
58717.9		0.0798165
58718.9		0.0785916
58719.9		0.07737
58720.9		0.0761515
58721.9		0.0749362
58722.9		0.0737241
58723.9		0.0725152
58724.9		0.0713094
58725.9		0.0701066
58726.9		0.068907
58727.9		0.0677105
58728.9		0.066517
58729.9		0.0653265
58730.9		0.0641391
58731.9		0.0629547
58732.9		0.0617732
58733.9		0.0605947
58734.9		0.0594192
58735.9		0.0582465
58736.9		0.0570768
58737.9		0.05591
58738.9		0.054746
58739.9		0.0535849
58740.9		0.0524266
58741.9		0.0512711
58742.9		0.0501184
58743.9		0.0489686
58744.9		0.0478214
58745.9		0.0466771
58746.9		0.0455354
58747.9		0.0443965
58748.9		0.0432603
58749.9		0.0421267
58750.9		0.0409959
58751.9		0.0398676
58752.9		0.038742
58753.9		0.037619
58754.9		0.0364987
58755.9		0.0353809
58756.9		0.0342656
58757.9		0.0331529
58758.9		0.0320428
58759.9		0.0309352
58760.9		0.0298301
58761.9		0.0287274
58762.9		0.0276273
58763.9		0.0265296
58764.9		0.0254343
58765.9		0.0243415
58766.9		0.0232511
58767.9		0.0221631
58768.9		0.0210775
58769.9		0.0199943
58770.9		0.0189134
58771.9		0.0178349
58772.9		0.0167587
58773.9		0.0156848
58774.9		0.0146132
58775.9		0.0135439
58776.9		0.0124769
58777.9		0.0114121
58778.9		0.0103496
58779.9		0.00928931
58780.9		0.00823125
58781.9		0.00717539
58782.9		0.00612173
58783.9		0.00507024
58784.9		0.00402093
58785.9		0.00297377
58786.9		0.00192875
58787.9		0.000885855
63860.9		0.000541131
63861.9		0.001295
63862.9		0.00204867
63863.9		0.00280214
63864.9		0.0035554
63865.9		0.00430843
63866.9		0.00506123
63867.9		0.0058138
63868.9		0.00656611
63869.9		0.00731817
63870.9		0.00806996
63871.9		0.00882148
63872.9		0.00957271
63873.9		0.0103236
63874.9		0.0110743
63875.9		0.0118246
63876.9		0.0125746
63877.9		0.0133243
63878.9		0.0140736
63879.9		0.0148225
63880.9		0.0155711
63881.9		0.0163194
63882.9		0.0170672
63883.9		0.0178146
63884.9		0.0185617
63885.9		0.0193083
63886.9		0.0200545
63887.9		0.0208002
63888.9		0.0215455
63889.9		0.0222904
63890.9		0.0230347
63891.9		0.0237786
63892.9		0.024522
63893.9		0.0252648
63894.9		0.0260072
63895.9		0.026749
63896.9		0.0274903
63897.9		0.028231
63898.9		0.0289711
63899.9		0.0297107
63900.9		0.0304496
63901.9		0.031188
63902.9		0.0319257
63903.9		0.0326628
63904.9		0.0333993
63905.9		0.034135
63906.9		0.0348702
63907.9		0.0356046
63908.9		0.0363383
63909.9		0.0370713
63910.9		0.0378035
63911.9		0.0385351
63912.9		0.0392658
63913.9		0.0399958
63914.9		0.040725
63915.9		0.0414534
63916.9		0.042181
63917.9		0.0429077
63918.9		0.0436336
63919.9		0.0443586
63920.9		0.0450827
63921.9		0.045806
63922.9		0.0465283
63923.9		0.0472497
63924.9		0.0479701
63925.9		0.0486896
63926.9		0.0494081
63927.9		0.0501257
63928.9		0.0508422
63929.9		0.0515577
63930.9		0.0522721
63931.9		0.0529855
63932.9		0.0536978
63933.9		0.0544089
63934.9		0.055119
63935.9		0.055828
63936.9		0.0565358
63937.9		0.0572424
63938.9		0.0579478
63939.9		0.0586521
63940.9		0.0593551
63941.9		0.0600568
63942.9		0.0607573
63943.9		0.0614566
63944.9		0.0621545
63945.9		0.0628511
63946.9		0.0635464
63947.9		0.0642403
63948.9		0.0649328
63949.9		0.0656239
63950.9		0.0663136
63951.9		0.0670019
63952.9		0.0676887
63953.9		0.068374
63954.9		0.0690579
63955.9		0.0697402
63956.9		0.0704209
63957.9		0.0711001
63958.9		0.0717778
63959.9		0.0724538
63960.9		0.0731282
63961.9		0.0738009
63962.9		0.074472
63963.9		0.0751413
63964.9		0.075809
63965.9		0.0764749
63966.9		0.0771391
63967.9		0.0778014
63968.9		0.078462
63969.9		0.0791208
63970.9		0.0797776
63971.9		0.0804327
63972.9		0.0810858
63973.9		0.081737
63974.9		0.0823862
63975.9		0.0830335
63976.9		0.0836788
63977.9		0.0843221
63978.9		0.0849633
63979.9		0.0856025
63980.9		0.0862395
63981.9		0.0868745
63982.9		0.0875073
63983.9		0.088138
63984.9		0.0887665
63985.9		0.0893927
63986.9		0.0900168
63987.9		0.0906385
63988.9		0.091258
63989.9		0.0918752
63990.9		0.09249
63991.9		0.0931024
63992.9		0.0937125
63993.9		0.0943202
63994.9		0.0949254
63995.9		0.0955281
63996.9		0.0961284
63997.9		0.0967261
63998.9		0.0973213
63999.9		0.0979139
64000.9		0.0985039
64001.9		0.0990913
64002.9		0.099676
64003.9		0.100258
64004.9		0.100837
64005.9		0.101414
64006.9		0.101988
64007.9		0.102559
64008.9		0.103127
64009.9		0.103693
64010.9		0.104255
64011.9		0.104815
64012.9		0.105371
64013.9		0.105925
64014.9		0.106476
64015.9		0.107024
64016.9		0.107568
64017.9		0.10811
64018.9		0.108649
64019.9		0.109184
64020.9		0.109717
64021.9		0.110246
64022.9		0.110772
64023.9		0.111294
64024.9		0.111814
64025.9		0.11233
64026.9		0.112843
64027.9		0.113353
64028.9		0.113859
64029.9		0.114362
64030.9		0.114861
64031.9		0.115357
64032.9		0.115849
64033.9		0.116338
64034.9		0.116824
64035.9		0.117305
64036.9		0.117784
64037.9		0.118258
64038.9		0.118729
64039.9		0.119197
64040.9		0.11966
64041.9		0.12012
64042.9		0.120577
64043.9		0.121029
64044.9		0.121478
64045.9		0.121922
64046.9		0.122363
64047.9		0.1228
64048.9		0.123233
64049.9		0.123663
64050.9		0.124088
64051.9		0.124509
64052.9		0.124926
64053.9		0.125339
64054.9		0.125748
64055.9		0.126153
64056.9		0.126554
64057.9		0.126951
64058.9		0.127343
64059.9		0.127732
64060.9		0.128116
64061.9		0.128496
64062.9		0.128871
64063.9		0.129243
64064.9		0.12961
64065.9		0.129972
64066.9		0.130331
64067.9		0.130684
64068.9		0.131034
64069.9		0.131379
64070.9		0.131719
64071.9		0.132056
64072.9		0.132387
64073.9		0.132714
64074.9		0.133037
64075.9		0.133354
64076.9		0.133668
64077.9		0.133976
64078.9		0.13428
64079.9		0.13458
64080.9		0.134874
64081.9		0.135164
64082.9		0.135449
64083.9		0.13573
64084.9		0.136006
64085.9		0.136277
64086.9		0.136543
64087.9		0.136804
64088.9		0.13706
64089.9		0.137312
64090.9		0.137559
64091.9		0.1378
64092.9		0.138037
64093.9		0.138269
64094.9		0.138496
64095.9		0.138718
64096.9		0.138935
64097.9		0.139147
64098.9		0.139354
64099.9		0.139556
64100.9		0.139753
64101.9		0.139945
64102.9		0.140132
64103.9		0.140313
64104.9		0.14049
64105.9		0.140661
64106.9		0.140828
64107.9		0.140989
64108.9		0.141145
64109.9		0.141296
64110.9		0.141441
64111.9		0.141582
64112.9		0.141717
64113.9		0.141847
64114.9		0.141972
64115.9		0.142091
64116.9		0.142206
64117.9		0.142315
64118.9		0.142419
64119.9		0.142517
64120.9		0.142611
64121.9		0.142699
64122.9		0.142781
64123.9		0.142859
64124.9		0.142931
64125.9		0.142998
64126.9		0.143059
64127.9		0.143116
64128.9		0.143166
64129.9		0.143212
64130.9		0.143252
64131.9		0.143287
64132.9		0.143317
64133.9		0.143341
64134.9		0.14336
64135.9		0.143373
64136.9		0.143382
64137.9		0.143385
64138.9		0.143382
64139.9		0.143374
64140.9		0.143361
64141.9		0.143343
64142.9		0.143319
64143.9		0.14329
64144.9		0.143255
64145.9		0.143215
64146.9		0.14317
64147.9		0.14312
64148.9		0.143064
64149.9		0.143003
64150.9		0.142937
64151.9		0.142865
64152.9		0.142788
64153.9		0.142706
64154.9		0.142618
64155.9		0.142525
64156.9		0.142427
64157.9		0.142324
64158.9		0.142215
64159.9		0.142101
64160.9		0.141982
64161.9		0.141857
64162.9		0.141728
64163.9		0.141593
64164.9		0.141453
64165.9		0.141308
64166.9		0.141157
64167.9		0.141002
64168.9		0.140841
64169.9		0.140675
64170.9		0.140504
64171.9		0.140328
64172.9		0.140147
64173.9		0.139961
64174.9		0.139769
64175.9		0.139573
64176.9		0.139371
64177.9		0.139165
64178.9		0.138953
64179.9		0.138737
64180.9		0.138515
64181.9		0.138289
64182.9		0.138058
64183.9		0.137821
64184.9		0.13758
64185.9		0.137334
64186.9		0.137083
64187.9		0.136827
64188.9		0.136566
64189.9		0.1363
64190.9		0.13603
64191.9		0.135755
64192.9		0.135475
64193.9		0.13519
64194.9		0.134901
64195.9		0.134607
64196.9		0.134308
64197.9		0.134005
64198.9		0.133696
64199.9		0.133384
64200.9		0.133066
64201.9		0.132745
64202.9		0.132418
64203.9		0.132087
64204.9		0.131752
64205.9		0.131412
64206.9		0.131067
64207.9		0.130718
64208.9		0.130365
64209.9		0.130008
64210.9		0.129645
64211.9		0.129279
64212.9		0.128908
64213.9		0.128533
64214.9		0.128154
64215.9		0.127771
64216.9		0.127383
64217.9		0.126991
64218.9		0.126595
64219.9		0.126195
64220.9		0.12579
64221.9		0.125382
64222.9		0.12497
64223.9		0.124553
64224.9		0.124132
64225.9		0.123708
64226.9		0.123279
64227.9		0.122847
64228.9		0.122411
64229.9		0.12197
64230.9		0.121526
64231.9		0.121078
64232.9		0.120627
64233.9		0.120171
64234.9		0.119712
64235.9		0.119249
64236.9		0.118783
64237.9		0.118312
64238.9		0.117838
64239.9		0.117361
64240.9		0.11688
64241.9		0.116395
64242.9		0.115907
64243.9		0.115415
64244.9		0.11492
64245.9		0.114421
64246.9		0.113919
64247.9		0.113414
64248.9		0.112905
64249.9		0.112393
64250.9		0.111878
64251.9		0.111359
64252.9		0.110837
64253.9		0.110312
64254.9		0.109784
64255.9		0.109252
64256.9		0.108718
64257.9		0.10818
64258.9		0.107639
64259.9		0.107095
64260.9		0.106548
64261.9		0.105998
64262.9		0.105445
64263.9		0.10489
64264.9		0.104331
64265.9		0.103769
64266.9		0.103205
64267.9		0.102637
64268.9		0.102067
64269.9		0.101494
64270.9		0.100918
64271.9		0.10034
64272.9		0.0997589
64273.9		0.0991751
64274.9		0.0985887
64275.9		0.0979996
64276.9		0.0974079
64277.9		0.0968137
64278.9		0.0962169
64279.9		0.0956177
64280.9		0.0950159
64281.9		0.0944116
64282.9		0.093805
64283.9		0.0931959
64284.9		0.0925844
64285.9		0.0919706
64286.9		0.0913544
64287.9		0.0907359
64288.9		0.0901152
64289.9		0.0894922
64290.9		0.0888669
64291.9		0.0882395
64292.9		0.0876098
64293.9		0.086978
64294.9		0.0863441
64295.9		0.0857081
64296.9		0.08507
64297.9		0.0844298
64298.9		0.0837876
64299.9		0.0831433
64300.9		0.0824971
64301.9		0.0818489
64302.9		0.0811988
64303.9		0.0805468
64304.9		0.0798929
64305.9		0.0792371
64306.9		0.0785794
64307.9		0.07792
64308.9		0.0772587
64309.9		0.0765957
64310.9		0.0759309
64311.9		0.0752643
64312.9		0.0745961
64313.9		0.0739262
64314.9		0.0732546
64315.9		0.0725813
64316.9		0.0719065
64317.9		0.07123
64318.9		0.070552
64319.9		0.0698724
64320.9		0.0691912
64321.9		0.0685086
64322.9		0.0678244
64323.9		0.0671388
64324.9		0.0664517
64325.9		0.0657632
64326.9		0.0650733
64327.9		0.064382
64328.9		0.0636893
64329.9		0.0629952
64330.9		0.0622998
64331.9		0.0616031
64332.9		0.0609051
64333.9		0.0602059
64334.9		0.0595053
64335.9		0.0588036
64336.9		0.0581006
64337.9		0.0573964
64338.9		0.056691
64339.9		0.0559845
64340.9		0.0552768
64341.9		0.054568
64342.9		0.0538581
64343.9		0.0531471
64344.9		0.052435
64345.9		0.0517219
64346.9		0.0510077
64347.9		0.0502925
64348.9		0.0495762
64349.9		0.048859
64350.9		0.0481409
64351.9		0.0474217
64352.9		0.0467017
64353.9		0.0459807
64354.9		0.0452587
64355.9		0.0445359
64356.9		0.0438123
64357.9		0.0430877
64358.9		0.0423623
64359.9		0.0416361
64360.9		0.0409091
64361.9		0.0401813
64362.9		0.0394526
64363.9		0.0387233
64364.9		0.0379931
64365.9		0.0372622
64366.9		0.0365306
64367.9		0.0357983
64368.9		0.0350653
64369.9		0.0343316
64370.9		0.0335972
64371.9		0.0328621
64372.9		0.0321265
64373.9		0.0313901
64374.9		0.0306532
64375.9		0.0299157
64376.9		0.0291776
64377.9		0.0284388
64378.9		0.0276996
64379.9		0.0269597
64380.9		0.0262194
64381.9		0.0254785
64382.9		0.0247371
64383.9		0.0239951
64384.9		0.0232527
64385.9		0.0225098
64386.9		0.0217665
64387.9		0.0210226
64388.9		0.0202784
64389.9		0.0195337
64390.9		0.0187885
64391.9		0.018043
64392.9		0.017297
64393.9		0.0165507
64394.9		0.015804
64395.9		0.0150569
64396.9		0.0143094
64397.9		0.0135616
64398.9		0.0128135
64399.9		0.012065
64400.9		0.0113162
64401.9		0.0105671
64402.9		0.00981772
64403.9		0.00906803
64404.9		0.00831805
64405.9		0.00756781
64406.9		0.0068173
64407.9		0.00606654
64408.9		0.00531554
64409.9		0.0045643
64410.9		0.00381283
64411.9		0.00306115
64412.9		0.00230925
64413.9		0.00155716
64414.9		0.000804874
64415.9		5.24046e-005
69747.9		1.36585e-005
69748.9		0.000177812
69749.9		0.000339402
69750.9		0.000498423
69751.9		0.00065487
69752.9		0.000808738
69753.9		0.000960021
69754.9		0.00110871
69755.9		0.00125481
69756.9		0.00139831
69757.9		0.0015392
69758.9		0.00167748
69759.9		0.00181314
69760.9		0.00194618
69761.9		0.0020766
69762.9		0.00220439
69763.9		0.00232955
69764.9		0.00245206
69765.9		0.00257194
69766.9		0.00268916
69767.9		0.00280373
69768.9		0.00291565
69769.9		0.00302491
69770.9		0.00313151
69771.9		0.00323544
69772.9		0.00333669
69773.9		0.00343527
69774.9		0.00353118
69775.9		0.0036244
69776.9		0.00371494
69777.9		0.00380278
69778.9		0.00388794
69779.9		0.0039704
69780.9		0.00405017
69781.9		0.00412723
69782.9		0.00420159
69783.9		0.00427324
69784.9		0.00434219
69785.9		0.00440842
69786.9		0.00447194
69787.9		0.00453275
69788.9		0.00459083
69789.9		0.0046462
69790.9		0.00469884
69791.9		0.00474876
69792.9		0.00479596
69793.9		0.00484042
69794.9		0.00488216
69795.9		0.00492116
69796.9		0.00495743
69797.9		0.00499097
69798.9		0.00502178
69799.9		0.00504984
69800.9		0.00507517
69801.9		0.00509777
69802.9		0.00511762
69803.9		0.00513473
69804.9		0.00514911
69805.9		0.00516074
69806.9		0.00516963
69807.9		0.00517578
69808.9		0.00517919
69809.9		0.00517986
69810.9		0.00517778
69811.9		0.00517296
69812.9		0.00516541
69813.9		0.00515511
69814.9		0.00514206
69815.9		0.00512628
69816.9		0.00510776
69817.9		0.0050865
69818.9		0.0050625
69819.9		0.00503577
69820.9		0.00500629
69821.9		0.00497408
69822.9		0.00493914
69823.9		0.00490147
69824.9		0.00486106
69825.9		0.00481792
69826.9		0.00477206
69827.9		0.00472347
69828.9		0.00467215
69829.9		0.00461811
69830.9		0.00456135
69831.9		0.00450187
69832.9		0.00443967
69833.9		0.00437476
69834.9		0.00430713
69835.9		0.0042368
69836.9		0.00416376
69837.9		0.00408802
69838.9		0.00400957
69839.9		0.00392842
69840.9		0.00384458
69841.9		0.00375805
69842.9		0.00366883
69843.9		0.00357692
69844.9		0.00348232
69845.9		0.00338505
69846.9		0.0032851
69847.9		0.00318248
69848.9		0.00307719
69849.9		0.00296924
69850.9		0.00285862
69851.9		0.00274535
69852.9		0.00262942
69853.9		0.00251085
69854.9		0.00238963
69855.9		0.00226577
69856.9		0.00213928
69857.9		0.00201015
69858.9		0.0018784
69859.9		0.00174402
69860.9		0.00160703
69861.9		0.00146742
69862.9		0.00132521
69863.9		0.0011804
69864.9		0.00103298
69865.9		0.000882979
69866.9		0.000730388
69867.9		0.000575215
69868.9		0.000417466
69869.9		0.000257146
